,Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block
2644,2218,Equip duty: 180,teamConstr,teamConstr,con3,2117,1.0
2645,2219,We get enough sleep when we're not doing sleep studies/sleep deprivation studies.,con1,geo3,geo3,2117,1.0
2645,2219,It be like that sometimes,con1,geo3,geo3,2117,1.0
2646,2220,Hydrogeologist: ??????,teamGeo,teamGeo,geo1,2117,1.0
2646,2220,????,teamGeo,teamGeo,geo1,2117,1.0
2646,2220,?????,teamGeo,teamGeo,geo1,2117,1.0
2647,2221, ?,vc2,eng2,eng2,2117,1.0
2648,2222,Sedimentologist: ?,teamGeo,teamGeo,geo3,2117,1.0
2648,2222,????,teamGeo,teamGeo,geo3,2117,1.0
2648,2222,????,teamGeo,teamGeo,geo3,2117,1.0
2648,2222,??,teamGeo,teamGeo,geo3,2117,1.0
2648,2222,???????,teamGeo,teamGeo,geo3,2117,1.0
2648,2222,,teamGeo,teamGeo,geo3,2117,1.0
2649,2223,"Martian Meteorology Specialist: 40,45 has high loss of water and is very contaminated according to our side.",teamvc,teamvc,vc1,2117,1.0
2649,2223,"We DO like 9,28 a lot though!\n",teamvc,teamvc,vc1,2117,1.0
2650,2224,"Martian Meteorology Specialist: Would it be correct to assume we are all converging on 9,28?",teamEng,teamvc,vc1,2117,1.0
2650,2224,Seems to be what I'm hearing from different sides.,teamEng,teamvc,vc1,2117,1.0
2650,2224,,teamEng,teamvc,vc1,2117,1.0
2651,2225,Hydrogeologist: @one_foot_on_a_rocket\n?,teamGeo,teamGeo,geo1,2117,1.0
2651,2225,???,teamGeo,teamGeo,geo1,2117,1.0
2651,2225,????,teamGeo,teamGeo,geo1,2117,1.0
2651,2225,??,teamGeo,teamGeo,geo1,2117,1.0
2651,2225,?????...,teamGeo,teamGeo,geo1,2117,1.0
2652,2226,"Materials Specialist: let's agree on 9,28",teamConstr,teamConstr,con3,2117,1.0
2653,2227,Martian Meteorology Specialist: Aww yay!,teamConstr,teamvc,vc1,2117,1.0
2653,2227,Very happy to hear that!,teamConstr,teamvc,vc1,2117,1.0
2653,2227,:)  ,teamConstr,teamvc,vc1,2117,1.0
2654,2228,?,eng3,eng2,eng2,2117,1.0
2655,2229,???,geo2,geo1,geo1,2117,1.0
2655,2229,???!!,geo2,geo1,geo1,2117,1.0
2656,2230,Martian Terrain Specialist: Sorry it's taking me a bit long the maintenance specialist isn't here so I'm kind of holding down the fort over here hahahaha ,teamvc,teamvc,vc2,2117,1.0
2657,2231,??,con1,eng2,eng2,2117,1.0
2658,2232,ahoy matey\n,con1,eng2,eng2,2117,1.0
2659,2233,??????,geo2,geo1,geo1,2117,1.0
2659,2233,"?????,",geo2,geo1,geo1,2117,1.0
2659,2233,???????,geo2,geo1,geo1,2117,1.0
2659,2233,????,geo2,geo1,geo1,2117,1.0
2659,2233,????????,geo2,geo1,geo1,2117,1.0
2660,2234,Structural Geologist: email: avagyan-d@mail.ru\nalternative: davitavagyan2023@u.northwestern.edu,teamGeo,teamGeo,geo2,2117,1.0
2661,2235,"Sedimentologist: 9,",teamGeo,teamGeo,geo3,2117,1.0
2661,2235,28 is a go for us btw,teamGeo,teamGeo,geo3,2117,1.0
2662,2236,?,geo2,eng2,eng2,2117,1.0
2663,2237,"9,",con1,geo3,geo3,2117,1.0
2663,2237,28 is a go for us btw,con1,geo3,geo3,2117,1.0
2664,2238,this is a stickup\n,geo2,eng2,eng2,2117,1.0
2665,2239,Structural Geologist: that's awesome Gyumri is my favorite city!!,teamGeo,teamGeo,geo2,2117,1.0
2666,2240,"9,",con2,geo3,geo3,2117,1.0
2666,2240,28 is a go for us btw,con2,geo3,geo3,2117,1.0
2667,2241,Structural Geologist: hopefully I will be home the next time you visit,teamGeo,teamGeo,geo2,2117,1.0
2668,2242,"Martian Terrain Specialist: 9,",teamvc,teamvc,vc2,2117,1.0
2668,2242,28 works!,teamvc,teamvc,vc2,2117,1.0
2669,2243,"Fluid Engineer: We are also in favor of 9,28",teamvc,teamEng,eng3,2117,1.0
2670,2244,Martian Terrain Specialist: what are your training decisions?,teamvc,teamvc,vc2,2117,1.0
2671,2245,Impoooooootant ??,geo1,con3,con3,2117,1.0
2672,2246,avagyan-d@mail.ru\ndavitavagyan2023@u.northwestern.edu,geo1,geo2,geo2,2117,1.0
2673,2247,??\nthe hills are aliveeeeeee with the sound of musiccc,con2,eng2,eng2,2117,1.0
2674,2248,I think this would be such a cool job but I can never ever ever in my life imagine being voluntarily sleep deprived,geo3,con1,con1,2117,1.0
2675,2249,"Fluid Engineer: Are we ready to sign off on 9,28?",teamvc,teamEng,eng3,2117,1.0
2676,2250,Materials Specialist: any update from you guys????,teamConstr,teamConstr,con3,2117,1.0
2677,2251,Hydrogeologist: ???????,teamGeo,teamGeo,geo1,2117,1.0
2677,2251,????,teamGeo,teamGeo,geo1,2117,1.0
2678,2252,Materials Specialist: We still waiting your response,teamConstr,teamConstr,con3,2117,1.0
2679,2253,Sedimentologist: Lit,teamGeo,teamGeo,geo3,2117,1.0
2680,2254,"Sedimentologist: Haha,",teamGeo,teamGeo,geo3,2117,1.0
2680,2254,it's beautiful in Gyumri.,teamGeo,teamGeo,geo3,2117,1.0
2680,2254,I love that you can see the mountains.,teamGeo,teamGeo,geo3,2117,1.0
2680,2254,And if you head out of town they have that sick 10th century church down in the river valley.,teamGeo,teamGeo,geo3,2117,1.0
2680,2254,It's incredibly peaceful.,teamGeo,teamGeo,geo3,2117,1.0
2680,2254,10/10.,teamGeo,teamGeo,geo3,2117,1.0
2680,2254,"The central park there is really cool,",teamGeo,teamGeo,geo3,2117,1.0
2680,2254,too,teamGeo,teamGeo,geo3,2117,1.0
2681,2255,"Martian Meteorology Specialist: I'm going with 6 (hygiene),",teamvc,teamvc,vc1,2117,1.0
2681,2255,"7 (usability),",teamvc,teamvc,vc1,2117,1.0
2681,2255,"6 (maintenance),",teamvc,teamvc,vc1,2117,1.0
2681,2255,8 (fundraising),teamvc,teamvc,vc1,2117,1.0
2682,2256,Martian Meteorology Specialist: great!\n,teamEng,teamvc,vc1,2117,1.0
2683,2257,Sedimentologist: I had a friend there who was doing her PhD in Cali but studying the impact of the spitak earthquake on Armenia and the collapse of the USSR.,teamGeo,teamGeo,geo3,2117,1.0
2683,2257,Neato ,teamGeo,teamGeo,geo3,2117,1.0
2684,2258,???????????,con3,geo1,geo1,2117,1.0
2685,2259,"Haha,",con1,geo3,geo3,2117,1.0
2685,2259,this is cake compared to living in Iraq and Afghanistan.,con1,geo3,geo3,2117,1.0
2685,2259,hahaha,con1,geo3,geo3,2117,1.0
2686,2260,"People here are less angry at me,",con1,geo3,geo3,2117,1.0
2686,2260,too,con1,geo3,geo3,2117,1.0
2687,2261,Operations Specialist: 9.,teamConstr,teamConstr,con1,2117,1.0
2687,2261,28 is a go,teamConstr,teamConstr,con1,2117,1.0
2688,2262,Martian Meteorology Specialist: Is this the last time we will be interacting with this specific team from your side?\n,teamvc,teamvc,vc1,2117,1.0
2689,2263,FLUID ENGINEER YOU ROCK,eng3,geo3,geo3,2117,1.0
2690,2264,Martian Terrain Specialist: Could you go any lower on the fundraising?,teamvc,teamvc,vc2,2117,2.0
2690,2264,Maybe 5 or 6?,teamvc,teamvc,vc2,2117,2.0
2691,2265,that kinda makes sense to me,geo3,con1,con1,2117,2.0
2692,2266,how long did you serve?,geo3,con1,con1,2117,2.0
2693,2267,Martian Terrain Specialist: We will have one more session after this but this is the last time our team is meeting in person because we only have two weeks of school left!,teamvc,teamvc,vc2,2117,2.0
2693,2267,;),teamvc,teamvc,vc2,2117,2.0
2694,2268,THANKS SO DO YOU!!,geo3,eng3,eng3,2117,2.0
2695,2269,"As the sedimentologist,",geo3,eng3,eng3,2117,2.0
2695,2269,"\""you rock\"" is more fitting for you",geo3,eng3,eng3,2117,2.0
2696,2270,Martian Terrain Specialist: also reminder that the maintenance specialist isn't here so don't pick him for the relay task!,teamvc,teamvc,vc2,2117,2.0
2697,2271,Martian Meteorology Specialist: yes\nlets go with 6\n,teamvc,teamvc,vc1,2117,2.0
2698,2272,Peace out homie.,con1,geo3,geo3,2117,2.0
2698,2272,Until after Isolation,con1,geo3,geo3,2117,2.0
2699,2273,Martian Meteorology Specialist: i'm having issues with the sign off\n,teamvc,teamvc,vc1,2117,2.0
2700,2274,A quick like 8.5 years,con1,geo3,geo3,2117,2.0
2701,2275,AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,eng3,geo3,geo3,2117,2.0
2702,2276,Ayyy but yeah tru,eng3,geo3,geo3,2117,2.0
2703,2277,Martian Meteorology Specialist: oh man!,teamvc,teamvc,vc1,2117,2.0
2703,2277,"2 weeks of school left,",teamvc,teamvc,vc1,2117,2.0
2703,2277,that's awesome!,teamvc,teamvc,vc1,2117,2.0
2703,2277,hope you all have fun this summer!,teamvc,teamvc,vc1,2117,2.0
2703,2277,Connect with us on insta!,teamvc,teamvc,vc1,2117,2.0
2703,2277,we will have access to our phones and internet starting July 3rd!!!,teamvc,teamvc,vc1,2117,2.0
2703,2277,:)  @kowalskinat0r is mine!\n ,teamvc,teamvc,vc1,2117,2.0
2704,2278,Martian Terrain Specialist: what are the issues?,teamvc,teamvc,vc2,2117,2.0
2705,2279,"Sedimentologist: Hmmm,",teamGeo,teamGeo,geo3,2117,2.0
2705,2279,our variables aren't showing what do?,teamGeo,teamGeo,geo3,2117,2.0
2706,2280,Martian Meteorology Specialist: btw i went lower in general with some of my values.,teamvc,teamvc,vc1,2117,2.0
2706,2280,decided it was ok to lower by one value for them.,teamvc,teamvc,vc1,2117,2.0
2706,2280,\n,teamvc,teamvc,vc1,2117,2.0
2707,2281,"Yo,",con1,geo3,geo3,2117,2.0
2707,2281,for some reason the geology team variables aren't showing up.,con1,geo3,geo3,2117,2.0
2707,2281,Weird.,con1,geo3,geo3,2117,2.0
2708,2282,could I get your social media??,geo3,con1,con1,2117,2.0
2709,2283,Martian Meteorology Specialist: issues are solved.,teamvc,teamvc,vc1,2117,2.0
2709,2283,"my decisions were not holding,",teamvc,teamvc,vc1,2117,2.0
2709,2283,"kept going back to \""no decision\"" on my side.",teamvc,teamvc,vc1,2117,2.0
2709,2283, But we're all good now.,teamvc,teamvc,vc1,2117,2.0
2709,2283,,teamvc,teamvc,vc1,2117,2.0
2710,2284,Martian Terrain Specialist: Thank you so much!,teamvc,teamvc,vc2,2117,2.0
2710,2284,:)) I'm going home to Thailand for the first time in a year and a half so it's very exciting :) my instagram is @iamthepalm I just followed you!,teamvc,teamvc,vc2,2117,2.0
2711,2285,Martian Terrain Specialist: I liked the new decisions a lot hahahaha great for my costs,teamvc,teamvc,vc2,2117,2.0
2712,2286,@etokrug - but we won't be able to access if for another month.,con1,geo3,geo3,2117,2.0
2712,2286,Holla,con1,geo3,geo3,2117,2.0
2713,2287,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are!,teamvc,teamvc,vc1,2118,0.0
2713,2287,~Ashley (Martian Meteorologist),teamvc,teamvc,vc1,2118,0.0
2714,2288,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are!,teamConstr,teamvc,vc1,2118,0.0
2714,2288,~Ashley (Martian Meteorologist),teamConstr,teamvc,vc1,2118,0.0
2715,2289,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are!,teamEng,teamvc,vc1,2118,0.0
2715,2289,~Ashley (Martian Meteorologist),teamEng,teamvc,vc1,2118,0.0
2716,2290,Martian Meteorology Specialist: Helloooo there :) Team Moscow is here and ready to go whenever you are!,teamGeo,teamvc,vc1,2118,0.0
2716,2290,~Ashley (Martian Meteorologist),teamGeo,teamvc,vc1,2118,0.0
2717,2291,Sedimentologist: HELLO TEAM WE ARE OUT HERE @ 14:30,teamGeo,teamGeo,geo3,2118,0.0
2718,2292,HI HELLO I DON'T KNOW WHAT HAPPENED WITH MY EARLIER MESSAGE BUT I WOULD LIKE TO REQUEST AN UPDATE AS TO WHAT'S POPPIN,con1,geo3,geo3,2118,0.0
2719,2293,@ 14:31,con1,geo3,geo3,2118,0.0
2720,2294,HELLO DRILL,con2,geo3,geo3,2118,0.0
2721,2295,IT IS THAT TIME AGAIN,con2,geo3,geo3,2118,0.0
2722,2296,What's poppin'?,con2,geo3,geo3,2118,0.0
2723,2297,@ 14:32,con2,geo3,geo3,2118,0.0
2724,2298,Sedimentologist: HELLO ENGINEERING TEAM IT'S PROJECT RED TIME - TURN ON ALL CAPS IF YOU WANT TO HAVE A SUCCESSFUL MISSION TODAY,teamEng,teamGeo,geo3,2118,0.0
2725,2299,"Sedimentologist: (18,",teamGeo,teamGeo,geo3,2118,0.0
2725,2299,"35) - 58% loss,",teamGeo,teamGeo,geo3,2118,0.0
2725,2299,"322414.04 available,",teamGeo,teamGeo,geo3,2118,0.0
2725,2299,"?135,413.8968?",teamGeo,teamGeo,geo3,2118,0.0
2725,2299,after loss,teamGeo,teamGeo,geo3,2118,0.0
2726,2300,Sedimentologist: TURN ON ALL CAPS TO GO INTO PROJECT RED OVERDRIVE,teamGeo,teamGeo,geo3,2118,0.0
2727,2301,TURN ON ALL CAPS IF YOU WANT TO HAVE A FIERCE PROJECT RED SESSION,con1,geo3,geo3,2118,0.0
2728,2302,"Sedimentologist: (09,",teamGeo,teamGeo,geo3,2118,0.0
2728,2302,"28) - 57% LOSS,",teamGeo,teamGeo,geo3,2118,0.0
2728,2302,"305316.08 AVAILABLE,",teamGeo,teamGeo,geo3,2118,0.0
2728,2302,"?131,285.9144?",teamGeo,teamGeo,geo3,2118,0.0
2728,2302,AFTER LOSS,teamGeo,teamGeo,geo3,2118,0.0
2729,2303,"(09,",con1,geo3,geo3,2118,0.0
2729,2303,"28) - 57% LOSS,",con1,geo3,geo3,2118,0.0
2729,2303,"305316.08 AVAILABLE,",con1,geo3,geo3,2118,0.0
2729,2303,"?131,285.9144?",con1,geo3,geo3,2118,0.0
2729,2303,AFTER LOSS,con1,geo3,geo3,2118,0.0
2730,2304,"(09,",con2,geo3,geo3,2118,0.0
2730,2304,"28) - 57% LOSS,",con2,geo3,geo3,2118,0.0
2730,2304,"305316.08 AVAILABLE,",con2,geo3,geo3,2118,0.0
2730,2304,"?131,285.9144?",con2,geo3,geo3,2118,0.0
2730,2304,AFTER LOSS,con2,geo3,geo3,2118,0.0
2731,2305,TURN ON ALL CAPS IF YOU'RE PART OF THE PROJECT RED TURBO TEAM,con2,geo3,geo3,2118,0.0
2732,2306,Hi Ashley!,vc1,geo3,geo3,2118,0.0
2733,2307,"Martian Meteorology Specialist: Please take a look at (9,28).",teamGeo,teamvc,vc1,2118,0.0
2733,2307, That is a really great option for all of us here.,teamGeo,teamvc,vc1,2118,0.0
2733,2307,Thanks!,teamGeo,teamvc,vc1,2118,0.0
2734,2308,"Martian Meteorology Specialist: Please take a look at (9,28).",teamvc,teamvc,vc1,2118,0.0
2734,2308, That is a really great option for all of us here.,teamvc,teamvc,vc1,2118,0.0
2734,2308,Thanks!,teamvc,teamvc,vc1,2118,0.0
2735,2309,"(09,",con2,geo3,geo3,2118,0.0
2735,2309,28) IS OUR #1,con2,geo3,geo3,2118,0.0
2736,2310,Hello,geo1,con3,con3,2118,0.0
2737,2311,"(09,",con1,geo3,geo3,2118,0.0
2737,2311,28) IS OUR #1,con1,geo3,geo3,2118,0.0
2738,2312,"Sedimentologist: (09,",teamGeo,teamGeo,geo3,2118,0.0
2738,2312,28) IS OUR #1,teamGeo,teamGeo,geo3,2118,0.0
2739,2313,Lolllll you got my hopes up lol\n,geo3,vc1,vc1,2118,0.0
2740,2314,?????,con3,geo1,geo1,2118,0.0
2741,2315,When we will start the second task,geo1,con3,con3,2118,0.0
2742,2316,???,con3,geo1,geo1,2118,0.0
2743,2317,Sedimentologist: IT'S TIME TO GO TURBO - ALL CAPS ALL THE TIME,teamGeo,teamGeo,geo3,2118,0.0
2744,2318,for letters,geo1,con3,con3,2118,0.0
2745,2319,in 3h,con3,geo1,geo1,2118,0.0
2746,2320,look to where I told you before,geo1,con3,con3,2118,0.0
2747,2321,???,geo1,con3,con3,2118,0.0
2748,2322,OK?,geo1,con3,con3,2118,0.0
2749,2323,"Sedimentologist: (30,",teamGeo,teamGeo,geo3,2118,0.0
2749,2323,"16) - 41% LOSS,",teamGeo,teamGeo,geo3,2118,0.0
2749,2323,"161408.51 AVAILABLE,",teamGeo,teamGeo,geo3,2118,0.0
2749,2323,"?95,231.0209?",teamGeo,teamGeo,geo3,2118,0.0
2749,2323,AFTER LOSS,teamGeo,teamGeo,geo3,2118,0.0
2750,2324,Materials Specialist: Hello,teamConstr,teamConstr,con3,2118,0.0
2751,2325,AY ITS GONNA BE A MINUTE\nTEAM IS VERY SLEEPY,geo3,con2,con2,2118,0.0
2752,2326,"Sedimentologist: (30,",teamGeo,teamGeo,geo3,2118,0.0
2752,2326,16) IS AN OPTION TOO,teamGeo,teamGeo,geo3,2118,0.0
2753,2327,"(30,",con1,geo3,geo3,2118,0.0
2753,2327,16) IS AN OPTION TOO,con1,geo3,geo3,2118,0.0
2754,2328,"(30,",con2,geo3,geo3,2118,0.0
2754,2328,16) IS AN OPTION TOO,con2,geo3,geo3,2118,0.0
2755,2329,"Materials Specialist: Can you check point (9,28)",teamConstr,teamConstr,con3,2118,0.0
2756,2330,didn't get it,con3,geo1,geo1,2118,0.0
2757,2331,HELLO,geo3,con1,con1,2118,0.0
2758,2332,WE ARE HAVING TECHNICAL DIFFFICULTIES BUT WE ARE MAKING THE BEST OF IT,geo3,con1,con1,2118,0.0
2759,2333,the second task for sending letters,geo1,con3,con3,2118,0.0
2760,2334,aahhh sure!!!,con3,geo1,geo1,2118,0.0
2761,2335,Martian Terrain Specialist: We'll start looking at that.,teamvc,teamvc,vc2,2118,0.0
2761,2335,Having some technical issues on our end at the moment.,teamvc,teamvc,vc2,2118,0.0
2762,2336,she will be typing ,geo1,con3,con3,2118,0.0
2763,2337,???,geo1,con3,con3,2118,0.0
2764,2338,"I PERSONALLY LIKE 9,",geo3,con2,con2,2118,0.0
2764,2338,28.,geo3,con2,con2,2118,0.0
2764,2338,THE REST OF THE TEAM IS LOOKING AT IT NOW,geo3,con2,con2,2118,0.0
2765,2339,Materials Specialist: Helllooooooooooooo ?,teamConstr,teamConstr,con3,2118,0.0
2766,2340,Sedimentologist: HEY IT'S COOL LET'S GO TURBO TEAM ONLY GLAD TO SEE Y'ALL ARE ALIVE LET'S GO,teamGeo,teamGeo,geo3,2118,0.0
2767,2341,Will you tell her?)))))),con3,geo1,geo1,2118,0.0
2768,2342,HEY IT BE LIKE THAT SOMETIMES BUT WE'RE OUT HERE AND WE'RE THE TURBO TEAM,con1,geo3,geo3,2118,0.0
2769,2343,?,con3,geo1,geo1,2118,0.0
2770,2344,Drilling Specialist: Team is looking at it now,teamConstr,teamConstr,con2,2118,0.0
2771,2345,SLEEPY PEEPZ ONLY PLS LETSGOOO TURBO TEAM,con2,geo3,geo3,2118,0.0
2772,2346,?,geo1,geo3,geo3,2118,0.0
2772,2346,??,geo1,geo3,geo3,2118,0.0
2772,2346,"???????,",geo1,geo3,geo3,2118,0.0
2772,2346,???,geo1,geo3,geo3,2118,0.0
2772,2346,???,geo1,geo3,geo3,2118,0.0
2772,2346,???,geo1,geo3,geo3,2118,0.0
2772,2346,??????,geo1,geo3,geo3,2118,0.0
2772,2346,??????,geo1,geo3,geo3,2118,0.0
2772,2346,?,geo1,geo3,geo3,2118,0.0
2772,2346,????????,geo1,geo3,geo3,2118,0.0
2772,2346,???????,geo1,geo3,geo3,2118,0.0
2772,2346,????,geo1,geo3,geo3,2118,0.0
2772,2346,???,geo1,geo3,geo3,2118,0.0
2772,2346,?????,geo1,geo3,geo3,2118,0.0
2772,2346,????????,geo1,geo3,geo3,2118,0.0
2772,2346,TURBO TEAM,geo1,geo3,geo3,2118,0.0
2773,2347,Martian Meteorology Specialist: All good!,teamvc,teamvc,vc1,2118,1.0
2773,2347,No problem.,teamvc,teamvc,vc1,2118,1.0
2773,2347," By the way our second choice would be (18,35).",teamvc,teamvc,vc1,2118,1.0
2773,2347,\n,teamvc,teamvc,vc1,2118,1.0
2774,2348,?????,geo3,geo1,geo1,2118,1.0
2775,2349,"GOOD THEY SHOULD DO THAT BECAUSE IT'S AN ALRIGHT POINT AND WE LIKE IT A LOT BUT IF Y'ALL HAVE POINTS THAT THE TURBO TEAM SHOULD LOOK AT,",con2,geo3,geo3,2118,1.0
2775,2349,LET US KNOW,con2,geo3,geo3,2118,1.0
2776,2350,"Martian Meteorology Specialist: Whenever you all get a chance,",teamConstr,teamvc,vc1,2118,1.0
2776,2350,"check out (9,28) - that's our first choice.",teamConstr,teamvc,vc1,2118,1.0
2776,2350," Our second choice is (18,35)\n",teamConstr,teamvc,vc1,2118,1.0
2777,2351,"Martian Meteorology Specialist: Our first choice btw is (9,28),",teamEng,teamvc,vc1,2118,1.0
2777,2351,"our second choice is (18,35).",teamEng,teamvc,vc1,2118,1.0
2777,2351, What do you all think about that?,teamEng,teamvc,vc1,2118,1.0
2778,2352,"Materials Specialist: Btw,",teamConstr,teamConstr,con3,2118,1.0
2778,2352,Good morning ..,teamConstr,teamConstr,con3,2118,1.0
2778,2352, What's the local time there?,teamConstr,teamConstr,con3,2118,1.0
2779,2353,Operations Specialist: hello!!,teamvc,teamConstr,con1,2118,1.0
2779,2353,we're having a bit of trouble getting started (we're missing our mechanical engineer) but we're pushing through!!,teamvc,teamConstr,con1,2118,1.0
2780,2354,Sedimentologist: @STRUCTGEO ARE YOU ALIVE?,teamGeo,teamGeo,geo3,2118,1.0
2781,2355,wILL YOU?,con3,geo1,geo1,2118,1.0
2782,2356,???????,geo3,geo1,geo1,2118,1.0
2782,2356,?????,geo3,geo1,geo1,2118,1.0
2782,2356,??,geo3,geo1,geo1,2118,1.0
2782,2356,??????,geo3,geo1,geo1,2118,1.0
2783,2357,Operations Specialist: hello!!,teamConstr,teamConstr,con1,2118,1.0
2783,2357,it is 6:56 here,teamConstr,teamConstr,con1,2118,1.0
2784,2358,Hydrogeologist: Hello Ashley!,teamvc,teamGeo,geo1,2118,1.0
2785,2359,IS STRUCTGEO ALIVE OR ,con1,geo3,geo3,2118,1.0
2786,2360,?????\n,geo1,geo3,geo3,2118,1.0
2787,2361,????????,geo3,geo1,geo1,2118,1.0
2788,2362,YO ITS DRILLY,geo3,geo2,geo2,2118,1.0
2789,2363,???????,geo1,geo3,geo3,2118,1.0
2790,2364,Will you?)))),con3,geo1,geo1,2118,1.0
2791,2365,IVE GOT 2 ROLES NOW,geo3,geo2,geo2,2118,1.0
2792,2366,??????????,geo3,geo1,geo1,2118,1.0
2793,2367,???,geo1,geo3,geo3,2118,1.0
2793,2367,???,geo1,geo3,geo3,2118,1.0
2793,2367,???????,geo1,geo3,geo3,2118,1.0
2793,2367,?????????,geo1,geo3,geo3,2118,1.0
2794,2368,??,geo3,geo1,geo1,2118,1.0
2794,2368,???,geo3,geo1,geo1,2118,1.0
2794,2368,????????,geo3,geo1,geo1,2118,1.0
2794,2368,?????,geo3,geo1,geo1,2118,1.0
2794,2368,?????!,geo3,geo1,geo1,2118,1.0
2795,2369,???????,geo1,geo3,geo3,2118,1.0
2795,2369,?????,geo1,geo3,geo3,2118,1.0
2796,2370,Martian Meteorology Specialist: No problem!,teamConstr,teamvc,vc1,2118,1.0
2796,2370,Keep us posted with what you think about the points above :)!\n,teamConstr,teamvc,vc1,2118,1.0
2797,2371,????????,geo3,geo1,geo1,2118,1.0
2798,2372,Sedimentologist: HELLO ASHLEY,teamvc,teamGeo,geo3,2118,1.0
2799,2373,LOOK IN THE SPACE HUMAN FACTORS CHAT,con3,geo3,geo3,2118,1.0
2800,2374,????????,geo3,geo1,geo1,2118,1.0
2800,2374,??????!,geo3,geo1,geo1,2118,1.0
2801,2375,??????,geo3,geo1,geo1,2118,1.0
2802,2376,"Materials Specialist: No problem,",teamConstr,teamConstr,con3,2118,1.0
2802,2376,just ask him to have a morning coffee before getting started ???????,teamConstr,teamConstr,con3,2118,1.0
2803,2377,??????,geo1,geo3,geo3,2118,1.0
2803,2377,?,geo1,geo3,geo3,2118,1.0
2803,2377,????????,geo1,geo3,geo3,2118,1.0
2803,2377,???????,geo1,geo3,geo3,2118,1.0
2803,2377,????,geo1,geo3,geo3,2118,1.0
2804,2378,Hydrogeologist: HELLO,teamvc,teamGeo,geo1,2118,1.0
2805,2379,OK,geo3,geo1,geo1,2118,1.0
2806,2380,YOOOOOOOOOOOOOOOOO BIIIIG DRILLLLY,geo2,geo3,geo3,2118,1.0
2807,2381,I know about it,geo1,con3,con3,2118,1.0
2808,2382,SICK WHAT'S POPPIN',geo2,geo3,geo3,2118,1.0
2809,2383,???????,geo3,geo1,geo1,2118,1.0
2810,2384,GETTING DOWN TO BUSINESS THAT'S EXCELLENT,geo2,geo3,geo3,2118,1.0
2811,2385,????????,geo1,geo3,geo3,2118,1.0
2812,2386,??,geo3,geo1,geo1,2118,1.0
2813,2387,??,geo3,geo1,geo1,2118,1.0
2813,2387,-??????,geo3,geo1,geo1,2118,1.0
2814,2388,GOTTEM - BIG DRILL JUST MADE CONTACT.,con1,geo3,geo3,2118,1.0
2814,2388,THE TURBO TEAM IS ON THE MOVE.,con1,geo3,geo3,2118,1.0
2815,2389,NOPE HE'S GONE TOO,geo3,con1,con1,2118,1.0
2816,2390,"BUT WE THINK THAT 9,28 IS LOOKING PRETTY GOOD",geo3,con1,con1,2118,1.0
2817,2391,??????,geo1,geo3,geo3,2118,1.0
2818,2392,??????????,geo1,geo3,geo3,2118,1.0
2818,2392,??????,geo1,geo3,geo3,2118,1.0
2819,2393,??????,geo3,geo1,geo1,2118,1.0
2819,2393,??????,geo3,geo1,geo1,2118,1.0
2819,2393,??,geo3,geo1,geo1,2118,1.0
2819,2393,?????????,geo3,geo1,geo1,2118,1.0
2819,2393,????,geo3,geo1,geo1,2118,1.0
2820,2394,????,geo3,con3,con3,2118,1.0
2821,2395,Hydrogeologist: HELLO?,teamvc,teamGeo,geo1,2118,1.0
2822,2396,??????????????????,geo1,geo3,geo3,2118,1.0
2823,2397,"WE ARE LIKING 9,",geo3,geo2,geo2,2118,1.0
2823,2397,28,geo3,geo2,geo2,2118,1.0
2824,2398,?????,geo1,con3,con3,2118,1.0
2825,2399,DON'T FORGET TO SAY HELLO TO ASHLEY IN THE SPACE HUMAN FACTORS CHAT!,con3,geo3,geo3,2118,1.0
