,content,recipient,sender,sentOnBehalfOf,session,block
1892,Materials Specialist: Hello,teamConstr,teamConstr,con3,2115,1
1893,"Materials Specialist: we agreed on (35,30) and (22,27)",teamConstr,teamConstr,con3,2115,1
1894,Materials Specialist: What do you think?,teamConstr,teamConstr,con3,2115,1
1895,"Structural Geologist: Can we check 30,34",teamGeo,teamGeo,geo2,2115,1
1896,we're still dating around...,geo3,con1,con1,2115,1
1897,none of these candidates are very rose-worthy yet :/,geo3,con1,con1,2115,1
1898,"(25, 31) - 16% Loss, 31k Available, 26k after loss",vc1,geo3,geo3,2115,1
1899,"(24, 37) - 83% loss, 242k available, 41k after loss",vc1,geo3,geo3,2115,1
1900,"(35, 30) - 41% loss, 161k available, ?95k? after loss",vc1,geo3,geo3,2115,1
1901,?? ????? ?? ??? ?????!,vc1,geo1,geo1,2115,1
1902,"(22, 27) - 58% loss, 318k available, ?134k after loss",vc1,geo3,geo3,2115,1
1903,"(35, 47) - 64% loss, 153k available, ?55k after loss",vc1,geo3,geo3,2115,1
1904,Materials Specialist: ??,teamConstr,teamConstr,con3,2115,1
1905,"(37, 04) - 77% loss, 233k available, ?54k after loss",vc1,geo3,geo3,2115,1
1906,"damn the end really is near, huh?",geo3,con1,con1,2115,1
1907,?,geo2,eng2,eng2,2115,1
1908,how are you feeling? stockholm syndrome kick in yet?,geo3,con1,con1,2115,1
1909,"Drilling Specialist: we're currently also looking at 30,34\n",teamConstr,teamConstr,con2,2115,1
1910,Drilling Specialist: could I get the drill brand and head for all those points?,teamConstr,teamConstr,con2,2115,1
1911,?,geo1,con3,con3,2115,1
1912,"Martian Terrain Specialist: 30, 34 is looking pretty good on our end",teamvc,teamvc,vc2,2115,1
1913,"Mechanical Engineer: Hello! We've looked at 47,8 22,27 35,30 and 30,34. So far our best point is 30,34 for everyone over here",teamvc,teamEng,eng2,2115,1
1914,?,geo2,eng2,eng2,2115,1
1915,:) ,con3,geo1,geo1,2115,1
1916,"30, 34 seems to be our collective best option at the moment",geo3,con1,con1,2115,1
1917,?,geo2,eng2,eng2,2115,1
1918,"Sedimentologist: (30, 34) - 55% loss, 276k available, ?124,170.1425?",teamGeo,teamGeo,geo3,2115,1
1919,"Sedimentologist: (30, 34) looks great on our end!",teamGeo,teamGeo,geo3,2115,1
1920,"Y'all's point (30, 34) - 55% loss, 276k available, ?124,170.1425?",con1,geo3,geo3,2115,1
1921,It's pretty good,con1,geo3,geo3,2115,1
1922,??,eng2,con3,con3,2115,1
1923,?,geo2,eng2,eng2,2115,1
1924,"Man, we're so ready to be out of here it's dumb silly",con1,geo3,geo3,2115,1
1925,?? ??????????,vc1,geo1,geo1,2115,1
1926,Martian Meteorology Specialist: ya'll there? \n,teamvc,teamvc,vc1,2115,1
1927,?,vc2,eng2,eng2,2115,1
1928,"But we're making due. It's the job. It ain't my first rodeo either. lmao much better than Iraq and Afghanistan for sure, but the had better food in those places",con1,geo3,geo3,2115,1
1929,Hi we have started as well,eng1,eng3,eng3,2115,1
1930,"Materials Specialist: it good for us (30,34)",teamConstr,teamConstr,con3,2115,1
1931,"Structural Geologist: Let us know how 30, 34 is, we are checking 4, 20",teamGeo,teamGeo,geo2,2115,1
1932,"Apparently when we get out instagram is blocked, otherwise I'd say hit us up. but we'll have to wait until we're back in the states, I guess",con1,geo3,geo3,2115,1
1933,"I mean, y'all know more about us than we do about you. But it be like that sometimes. I'm just glad we have communication with some peeps back in the states.",con1,geo3,geo3,2115,1
1934,"we also like... sigh... 4, 20",geo3,con1,con1,2115,1
1935,"Martian Meteorology Specialist: from my point of view, it's only a mediocre point.  Weather is decent, but it will not support a large population. \n",teamvc,teamvc,vc1,2115,1
1936,?gnat,eng2,vc2,vc2,2115,1
1937,?,eng3,eng2,eng2,2115,1
1938,Materials Specialist: Drill Brand: A\nDrill Head: A\nEquip Material: Steel\nEquip Duty: 180\n,teamConstr,teamConstr,con3,2115,1
1939,"No water in (47,8)",eng2,con3,con3,2115,1
1940,?,con1,eng2,eng2,2115,1
1941,yes we out here,geo3,vc2,vc2,2115,1
1942,"Martian Meteorology Specialist: no water at 47,8\n30,34 is mediocre for me...supports only a small population unfortunately, so from the human factors side of things, it's not the greatest, but weather is decent at least. \n",teamEng,teamvc,vc1,2115,1
1943,fuuuuuu\n,geo1,vc1,vc1,2115,1
1944,?,eng2,con1,con1,2115,1
1945,making do* - our brains are fried.,con1,geo3,geo3,2115,1
1946,"Mechanical Engineer: Would you like to sign off on 30,34?\n",teamvc,teamEng,eng2,2115,1
1947,"Sedimentologist: 30, 34 IS A GO",teamGeo,teamGeo,geo3,2115,1
1948,"30, 34 IS A GO",con1,geo3,geo3,2115,1
1949,Materials Specialist: ??,teamConstr,teamConstr,con3,2115,1
1950,Hahahahhahahahahahahahahahaha,con1,geo3,geo3,2115,1
1951,???????,geo1,con3,con3,2115,1
1952,?????,con1,eng2,eng2,2115,1
1953,"100% water loss at 4, 20 - I guess it gets thirsty with martian cotton mouth",con1,geo3,geo3,2115,1
1954,Where did you get it?:)))),con3,geo1,geo1,2115,1
1955,???????,vc1,geo1,geo1,2115,1
1956,ooh yeah i didnt think about the instagram stuff :/,geo3,con1,con1,2115,1
1957,"Martian Terrain Specialist: Cool how do you feel about 4, 20?",teamvc,teamvc,vc2,2115,1
1958,we don't know too much about you guys though aside from whatever cyberstalking we've done on our own (which on my end has been decently extensive tbh),geo3,con1,con1,2115,1
1959,"Mechanical Engineer: booo! we also tried 4,20 and that is really good for me but other people are finding some issues with it",teamvc,teamEng,eng2,2115,1
1960,Martian Meteorology Specialist: Let's just do it.  Seems like it's the best for all others.,teamEng,teamvc,vc1,2115,1
1961,did y'all get the videos we sent a while back?,geo3,con1,con1,2115,1
1962,?people like grapes,vc2,eng2,eng2,2115,1
1963,"Martian Terrain Specialist: Ok looks like we're signing off on 30, 34?",teamvc,teamvc,vc2,2115,2
1964,"Hahahahahaha, I mean, go for it. We're public figures at this point. There's enough on us out there. I have my linkedin and everything and you can see articles about us",con1,geo3,geo3,2115,2
1965,"Martian Meteorology Specialist: a lot better for me but our sedimentologist says there's no water. I think we should just stick with 30,34.\n",teamvc,teamvc,vc1,2115,2
1966,No! What vids! I'll have to ask our guys here,con1,geo3,geo3,2115,2
1967,"Martian Meteorology Specialist: yeah 4,20 is better for me, too, but 30,34 seems better for most others. so let's just continue with 30,34",teamEng,teamvc,vc1,2115,2
1968,"Yo, I also lost 40 lbs in here. ITS WILD",con1,geo3,geo3,2115,2
1969,"Fluid Engineer: Great, we are signing off now",teamvc,teamEng,eng3,2115,2
1970,not martian cotton mouth lmaooo,geo3,con1,con1,2115,2
1971,"Sedimentologist: 4, 20 has no water (it has cotton mouth prolly)",teamGeo,teamGeo,geo3,2115,2
1972,Martian Terrain Specialist: Sorry about the slow communication today! Took me a while to figure out the maintenance specialist's stuff haha. How is isolation and did you see the videos we sent you?,teamvc,teamvc,vc2,2115,2
1973,oh no! :( we sent y'all little videos introducing ourselves a while back - i remember saying happy valentine's day so it was that long ago,geo3,con1,con1,2115,2
1974,damn that does not sound healthy... but go off skinny queen!!!,geo3,con1,con1,2115,2
1975,Martian Terrain Specialist: BTW just a reminder that the maintenance specialist will not be signed off today ,teamvc,teamvc,vc2,2115,2
1976,Martian Meteorology Specialist: don't forget to sign off for maintenance specialist! ;),teamvc,teamvc,vc1,2115,2
1977,"Yo, wut",con1,geo3,geo3,2115,2
1978,"So, we good to go to the other one? lfg",con1,geo3,geo3,2115,2
1979,"Structural Geologist: And to let y'all know again, maintenance specialist is not here for relay",teamGeo,teamGeo,geo2,2115,2
1980,"Martian Terrain Specialist: again, reminder that the maintenance specialist is not here for the relay task! :)",teamvc,teamvc,vc2,2115,2
1981,"Bruh, WE MISSED A VALENTINE'S DAY MESSAGE. THIS IS A TRAVESTY. We will get to the bottom of this. But it's worth letting people know that they didn't come through.",con1,geo3,geo3,2115,2
1982,"Sedimentologist: Good, I didn't want to talk to them anyway",teamGeo,teamGeo,geo3,2115,2
1983,"I mean, 6 months for 40 lbs ain't too bad. But I guess we'll see when I'm on the cover of \""Isolation Experiments Monthly\"" (That's not real, but it should be)",con1,geo3,geo3,2115,2
1984,Sedimentologist: WHAT'S UP Y'ALL IT'S TIME TO GET DOWN TO BUSINESS @ 14:24\n,teamGeo,teamGeo,geo3,2116,0
1985,WHAT'S UP HOME SLICE ARE YOU READY TO GET DOWN TO BUSINESS TO MAKE SOME WELLS ON MARS!? 14:25,con1,geo3,geo3,2116,0
1986,"Also, we saw y'all's video. What's poppin that was cool",con1,geo3,geo3,2116,0
1987,Sedimentologist: Real talk we saw y'all's video but I didn't see you @structgeo\n,teamGeo,teamGeo,geo3,2116,0
1988,WHAT'S UP DRILL!? LETSGOOOOO 14:34,con2,geo3,geo3,2116,0
1989,Hydrogeologist: Helloooooooooo!!!,teamGeo,teamGeo,geo1,2116,0
1990,Martian Meteorology Specialist: Hey y'all! Moscow is in the house!,teamvc,teamvc,vc1,2116,0
1991,Martian Meteorology Specialist: Hey y'all! Moscow is in the house!,teamConstr,teamvc,vc1,2116,0
1992,Martian Meteorology Specialist: Hey y'all! Moscow is in the house!,teamEng,teamvc,vc1,2116,0
1993,Martian Meteorology Specialist: Hey y'all! Moscow is in the house!,teamGeo,teamvc,vc1,2116,0
1994,"Sedimentologist: (13, 16) - 69% loss, 302118.49 available, ?93,656.7319? after loss",teamGeo,teamGeo,geo3,2116,0
1995,Materials Specialist: hello,teamConstr,teamConstr,con3,2116,0
1996,"(13, 16) - 69% loss, 302118.49 available, ?93,656.7319? after loss",con1,geo3,geo3,2116,0
1997,"(13, 16) - 69% loss, 302118.49 available, ?93,656.7319? after loss",con2,geo3,geo3,2116,0
1998,Hydrogeologist: ??????????!,teamvc,teamGeo,geo1,2116,0
1999,"Materials Specialist: we recommend (13,16) and (25,21) ",teamConstr,teamConstr,con3,2116,0
2000,????? ?,con3,geo1,geo1,2116,0
2001,Drilling Specialist: We have arrived,teamGeo,teamConstr,con2,2116,0
2002,"Martian Meteorology Specialist: We would already like to suggest two points.  The first is (28,21) and the second is (13,16)",teamvc,teamvc,vc1,2116,0
2003,what's crackalackin,geo3,con1,con1,2116,0
2004,we are finally here,geo3,con1,con1,2116,0
2005,Structural Geologist: 6:37 HAHAHAHHAHAH uhhhhhhh I think i forgot to send a video in LMAO,teamGeo,teamGeo,geo2,2116,0
2006,Structural Geologist: 6:37 WE HERE NOW,teamGeo,teamGeo,geo2,2116,0
2007,Structural Geologist: 6:38 Hola senores,teamConstr,teamGeo,geo2,2116,0
2008,Structural Geologist: 6:38 estamos aqui!\n,teamConstr,teamGeo,geo2,2116,0
2009,"Drilling Specialist: Looking at 18, 3",teamGeo,teamConstr,con2,2116,0
2010,Hydrogeologist: ?????,teamGeo,teamGeo,geo1,2116,0
2011,Ayyyyy just my knees and back tbh. I need to see a chiropractor prolly.,con1,geo3,geo3,2116,0
2012,"Awesome, good to have y'all. We have that one point rn 13, 16 and it's dece from our end",con1,geo3,geo3,2116,0
2013,Sedimentologist: Hahahah large rip,teamGeo,teamGeo,geo3,2116,0
2014,Sedimentologist: WADDUP LARGE HELLO FROM OUR END,teamConstr,teamGeo,geo3,2116,1
2015,Operations Specialist: chicago vibes have arrived B),teamvc,teamConstr,con1,2116,1
2016,"Materials Specialist: and (28,21)",teamConstr,teamConstr,con3,2116,1
2017,"Sedimentologist: 100% water loss on 18, 3. Sad tbh.",teamConstr,teamGeo,geo3,2116,1
2018,"we are now consideringg 18,1 it works pretty good for us\n",geo3,con1,con1,2116,1
2019,Hydrogeologist: So when you send your video?)),teamGeo,teamGeo,geo1,2116,1
2020,"Martian Terrain Specialist: 18,1 seems like a good option",teamvc,teamvc,vc2,2116,1
2021,"Structural Geologist: 6:44 we're looking at (18,1)!!!!!\n",teamGeo,teamGeo,geo2,2116,1
2022,"18, 3 has 100% water loss FYI",con1,geo3,geo3,2116,1
2023,"Materials Specialist: no water in 18,3 and also it's too deep",teamConstr,teamConstr,con3,2116,1
2024,"18, 3 has 100% water loss FYI",con2,geo3,geo3,2116,1
2025,"Sedimentologist: 18, 3 has 100% water loss FYI",teamGeo,teamGeo,geo3,2116,1
2026,Martian Meteorology Specialist: Hey - Are you there??? :),teamvc,teamvc,vc1,2116,1
2027,Martian Meteorology Specialist: Worddd up!\n,teamConstr,teamvc,vc1,2116,1
2028,"Martian Meteorology Specialist: We're looking at (28,21) and (13,16)!!!",teamConstr,teamvc,vc1,2116,1
2029,"Martian Meteorology Specialist: We're looking at (28,21) and (13,16)!!!",teamConstr,teamvc,vc1,2116,1
2030,"Martian Meteorology Specialist: We're looking at (28,21) and (13,16)!!!",teamConstr,teamvc,vc1,2116,1
2031,Operations Specialist: lol,teamGeo,teamConstr,con1,2116,1
2032,"Hi, we started/ 18,21  13,16",eng2,eng1,eng1,2116,1
2033,"Hi, we started/ 18,21  13,16",eng3,eng1,eng1,2116,1
2034,"18, 1 has 97% water loss",con1,geo3,geo3,2116,1
2035,"Sedimentologist: 18, 1 has 97% water loss tho sad day",teamGeo,teamGeo,geo3,2116,1
2036,"Yikes, uh can y'all check anything in that same grid area from 16, 6 to 20, 1",geo3,con2,con2,2116,1
2037,"Operations Specialist: hello, noted",teamConstr,teamConstr,con1,2116,1
2038,"Materials Specialist: what do you think about (13,16) and 28,21) ??",teamConstr,teamConstr,con3,2116,1
2039,"Operations Specialist: anything in the lower left corner seems to be good for me and the drilling specialist, so are there any points there that vibe?",teamConstr,teamConstr,con1,2116,1
2040,"Sedimentologist: (18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",teamGeo,teamGeo,geo3,2116,1
2041,"Martian Terrain Specialist: We're all here! Still hoping for 18,1 lol",teamvc,teamvc,vc2,2116,1
2042,Materials Specialist: we are waiting your reply,teamConstr,teamConstr,con3,2116,1
2043,"(18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",con1,geo3,geo3,2116,1
2044,"Structural Geologist: 6:50 ok how abou 18,1????\n",teamGeo,teamGeo,geo2,2116,1
2045,"Sedimentologist: (18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",teamConstr,teamGeo,geo3,2116,1
2046,"Martian Meteorology Specialist: I personally like 18,1, as there's a large population reached and has decently high accessibility, but our sedimentologist said that there's 97% water loss there.  Did you all look at the two points I mentioned by any chance?",teamvc,teamvc,vc1,2116,1
2047,Structural Geologist: 6:50 @hydro IDK when we send again :((,teamGeo,teamGeo,geo2,2116,1
2048,ok,geo3,con1,con1,2116,1
2049,"does 19,2 work???",geo3,con1,con1,2116,1
2050,wait it probably has water loss too,geo3,con1,con1,2116,1
2051,"Structural Geologist: 6:51 how about 19,2?????1?!?",teamGeo,teamGeo,geo2,2116,1
2052,Ye brb,con2,geo3,geo3,2116,1
2053,"16, 06 - 100% water loss and no water",con2,geo3,geo3,2116,1
2054,"Operations Specialist: our team generally did not like 13,16 or 28,21",teamConstr,teamConstr,con1,2116,1
2055,"(20, 01) - 96% loss, 399034.75 available, ?15,961.36? after loss",con2,geo3,geo3,2116,1
2056,"Martian Meteorology Specialist: sedimentologist says that with the 97% water loss there, you are left with about 12000 liters at that point, and that's before filtering it. So, while I like that point A LOT, our sedimentologist isn't liking it that much. ",teamvc,teamvc,vc1,2116,1
2057,Martian Meteorology Specialist: btw- NASA finally sent us the group video that you all made for us! :) we loved it!,teamvc,teamvc,vc1,2116,1
2058,96% water loss sad day,con1,geo3,geo3,2116,1
2059,Hydrogeologist: It's ok you can send us separately! :P,teamGeo,teamGeo,geo1,2116,1
2060,Materials Specialist: most points in that area doesn't have water as per sidmentolgist ,teamConstr,teamConstr,con3,2116,1
2061,"(19, 02) - 96% loss, 348090.96 available, ?13,923.6384? after loss",con1,geo3,geo3,2116,1
2062,Martian Terrain Specialist: Yeah apparently there are several problems with those on our end,teamvc,teamvc,vc2,2116,1
2063,"(13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",con1,geo3,geo3,2116,1
2064,"Martian Meteorology Specialist: So, another point that's looking might fine for us is (13,14)",teamvc,teamvc,vc1,2116,2
2065,"Sedimentologist: (13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",teamGeo,teamGeo,geo3,2116,2
2066,"Materials Specialist: no problem, we really liked 13,14",teamConstr,teamConstr,con3,2116,2
2067,"Martian Meteorology Specialist: So, another point that's looking might fine for us is (13,14)",teamConstr,teamvc,vc1,2116,2
2068,"Operations Specialist: ok, that's fine",teamConstr,teamConstr,con1,2116,2
2069,"Sedimentologist: 13, 14 is prob the best from our end so far",teamGeo,teamGeo,geo3,2116,2
2070,"Sedimentologist: (13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",teamConstr,teamGeo,geo3,2116,2
2071,"Martian Meteorology Specialist: (13,14) is looking pretty nice for us!",teamEng,teamvc,vc1,2116,2
2072,"13,14",eng3,eng1,eng1,2116,2
2073,"4, 4 is looking interesting to us",geo3,con2,con2,2116,2
2074,Sedimentologist: Big water here tbh,teamConstr,teamGeo,geo3,2116,2
2075,Hydrogeologist: What about 13*14?\n,teamConstr,teamGeo,geo1,2116,2
2076,"(13, 14) - 61% loss, 314237 available, ?122,552.43? after loss",con2,geo3,geo3,2116,2
2077,"13,14",eng2,eng1,eng1,2116,2
2078,"currently look at 46,32 and 48,30",geo3,con1,con1,2116,2
2079,"Sedimentologist: (19, 02) - 96% loss, 348090.96 available, ?13,923.6384? after loss",teamGeo,teamGeo,geo3,2116,2
2080,Hydrogeologist: And what do you think about 28*21 aaaand 13*16? ,teamConstr,teamGeo,geo1,2116,2
2081,"Sedimentologist: (18, 01) - 97% water loss, 412479.42 available, ?12,374.3826? after loss",teamGeo,teamGeo,geo3,2116,2
2082,"we like 46,32",geo3,con1,con1,2116,2
2083,"Can you try 46,32\n",eng1,eng2,eng2,2116,2
2084,"Martian Terrain Specialist: 46,32 is looking ok for our team",teamvc,teamvc,vc2,2116,2
2085,"13, 14 is really our mega one",con1,geo3,geo3,2116,2
2086,"Structural Geologist: 7:02 uhhhhh 46,32????",teamGeo,teamGeo,geo2,2116,2
2087,94% water loss sad day,con2,geo3,geo3,2116,2
2088,"Operations Specialist: some of us like it, but it's bad for the mechanical engineer",teamGeo,teamConstr,con1,2116,2
2089,Materials Specialist: That's great ??????,teamConstr,teamConstr,con3,2116,2
2090,water depth under 900 seems to have worst total water input \n,eng1,eng2,eng2,2116,2
