Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
1581,Materials Specialist: Hello,teamvc,teamConstr,con3,2112,1.0,"[array([ 101, 4475, 8325, 1024, 7592,  102,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.093203    1.6002175   0.8663125  -0.40412986 -1.2480955  -2.2101588
 -1.8760173 ]",statement,0
1582,"Sedimentologist: 35, 50 - 100% water loss",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  3486,  1010,  2753,  1011,  2531,
         1003,  2300,  3279,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4654999   1.4232254   0.27668768 -0.88726443 -0.72292215 -1.8763266
 -2.004867  ]",statement,0
1583,"Sedimentologist: (34, 48) - 89% loss, 351k available, ?38k after loss",teamGeo,teamGeo,geo3,2112,1.0,"[array([  101, 19671,  8662,  1024,  1006,  4090,  1010,  4466,  1007,
         1011,  6486,  1003,  3279,  1010, 28474,  2243,  2800,  1010,
         1029,  4229,  2243,  2044,  3279,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 1.0493722   1.0390183  -0.07766254 -1.3266089   2.575362   -1.7793794
 -2.0303788 ]",question,4
1584,For which point ?,con2,con3,con3,2112,1.0,"[array([ 101, 2005, 2029, 2391, 1029,  102,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.00507881 -0.03843462  0.17930488 -1.1735823   3.3800848  -1.1312743
 -1.5970039 ]",question,4
1585,"Sedimentologist: (31, 50) - 96% water loss, 400k available, 16k after loss",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  1006,  2861,  1010,  2753,  1007,
         1011,  5986,  1003,  2300,  3279,  1010,  4278,  2243,  2800,
         1010,  2385,  2243,  2044,  3279,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3812106   1.3905686   0.22726882 -0.9648471  -0.61374795 -1.9085623
 -2.042226  ]",statement,0
1586,"Martian Meteorology Specialist: Drilling specialist on your end suggested 36,45 and we like it. Not the BEST, but we like it.",teamvc,teamvc,vc1,2112,2.0,"[array([  101, 20795, 23879,  6779,  8325,  1024, 15827,  8325,  2006,
         2115,  2203,  4081,  4029,  1010,  3429,  1998,  2057,  2066,
         2009,  1012,  2025,  1996,  2190,  1010,  2021,  2057,  2066,
         2009,  1012,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 3.5611348   1.5138563  -0.27202696 -1.0810878  -0.5923437  -2.017185
 -2.075835  ]",statement,0
1587,"Sedimentologist: (33, 50) - 97% water loss, 412k available, 12k after loss",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  1006,  3943,  1010,  2753,  1007,
         1011,  5989,  1003,  2300,  3279,  1010, 25873,  2243,  2800,
         1010,  2260,  2243,  2044,  3279,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.389382    1.4087228   0.1993939  -0.92301357 -0.73259723 -1.9250046
 -2.0129273 ]",statement,0
1588,"Operations Specialist: 36,45 is mediocre for us but doable I think",teamvc,teamConstr,con1,2112,2.0,"[array([  101,  3136,  8325,  1024,  4029,  1010,  3429,  2003, 19960,
         3695, 16748,  2005,  2149,  2021,  2079,  3085,  1045,  2228,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.6089754   1.6041267  -0.4583906  -1.2249023   0.27528805 -2.172986
 -2.0661173 ]",statement,0
1589,"Sedimentologist: In terms of our end, 34, 48 is the best bet",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  1999,  3408,  1997,  2256,  2203,
         1010,  4090,  1010,  4466,  2003,  1996,  2190,  6655,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.3385625   1.6540809  -0.43216857 -1.3210313   0.7415672  -2.2410455
 -2.127895  ]",statement,0
1590,"Structural Geologist: 7:08 (16,21) not the best but we could maybe make do?",teamGeo,teamGeo,geo2,2112,2.0,"[array([  101,  8332, 21334,  1024,  1021,  1024,  5511,  1006,  2385,
         1010,  2538,  1007,  2025,  1996,  2190,  2021,  2057,  2071,
         2672,  2191,  2079,  1029,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.07501601  0.3503023  -0.03293323 -1.2989041   3.333733   -1.4305921
 -1.6793278 ]",question,4
1591,"Martian Meteorology Specialist: I think we're converging on 36,45 by the way",teamConstr,teamvc,vc1,2112,2.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  1045,  2228,  2057,
         1005,  2128,  9530,  6299,  4726,  2006,  4029,  1010,  3429,
         2011,  1996,  2126,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.134768    1.7230356  -0.24065563 -1.1091976  -0.37248018 -2.224304
 -2.0770507 ]",statement,0
1592,Structural Geologist: also 10 mins left,teamGeo,teamGeo,geo2,2112,2.0,"[array([  101,  8332, 21334,  1024,  2036,  2184,  8117,  2015,  2187,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.3411424   1.155901    0.35727552 -0.8198289  -0.5678739  -1.6533431
 -1.7995929 ]",statement,0
1593,Operations Specialist: we have 10 minutes left by the way,teamvc,teamConstr,con1,2112,2.0,"[array([ 101, 3136, 8325, 1024, 2057, 2031, 2184, 2781, 2187, 2011, 1996,
        2126,  102,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1108558   1.4487766  -0.15534909 -1.1480359  -0.12024318 -2.0175557
 -2.0629835 ]",statement,0
1594,"Martian Meteorology Specialist: I think we're converging on 36,45 by the way",teamvc,teamvc,vc1,2112,2.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  1045,  2228,  2057,
         1005,  2128,  9530,  6299,  4726,  2006,  4029,  1010,  3429,
         2011,  1996,  2126,   102,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.134768    1.7230356  -0.24065563 -1.1091976  -0.37248018 -2.224304
 -2.0770507 ]",statement,0
1595,"Martian Meteorology Specialist: I think we're converging on 36,45 .... how about you?",teamEng,teamvc,vc1,2112,2.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  1045,  2228,  2057,
         1005,  2128,  9530,  6299,  4726,  2006,  4029,  1010,  3429,
         1012,  1012,  1012,  1012,  2129,  2055,  2017,  1029,   102,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.1057669   0.19469224  0.02626062 -1.2642792   3.3896904  -1.2896414
 -1.6991484 ]",question,4
1596,"Sedimentologist: 36, 45 works ok, I guess.",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  4029,  1010,  3429,  2573,  7929,
         1010,  1045,  3984,  1012,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.7735932   1.3548621   0.21921763 -0.78579175 -1.0618974  -1.7537547
 -1.9377525 ]",statement,0
1597,"Materials Specialist: we are looking for 36,45",teamConstr,teamConstr,con3,2112,2.0,"[array([ 101, 4475, 8325, 1024, 2057, 2024, 2559, 2005, 4029, 1010, 3429,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2379591   1.7406683  -0.10164319 -1.0514147  -0.5716023  -2.0302913
 -1.9282901 ]",statement,0
1598,Materials Specialist: what do you think guys?,teamConstr,teamConstr,con3,2112,2.0,"[array([ 101, 4475, 8325, 1024, 2054, 2079, 2017, 2228, 4364, 1029,  102,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[-0.03936094  0.06071169  0.10287201 -1.1894937   3.4605124  -1.2147942
 -1.6532997 ]",question,4
1599,"On our end, y'all's points 34, 48 and 36, 45 will work. ",con1,geo3,geo3,2112,2.0,"[array([ 101, 2006, 2256, 2203, 1010, 1061, 1005, 2035, 1005, 1055, 2685,
        4090, 1010, 4466, 1998, 4029, 1010, 3429, 2097, 2147, 1012,  102,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2288628   1.5724523  -0.31244525 -1.0832905  -0.43560135 -2.0513723
 -2.1081874 ]",statement,0
1600,"Structural Geologist: 7:10 (36,45) seems to be a happy medium for us can it work for y'all?",teamGeo,teamGeo,geo2,2112,2.0,"[array([  101,  8332, 21334,  1024,  1021,  1024,  2184,  1006,  4029,
         1010,  3429,  1007,  3849,  2000,  2022,  1037,  3407,  5396,
         2005,  2149,  2064,  2009,  2147,  2005,  1061,  1005,  2035,
         1029,   102,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 0, 0, 0], dtype=int8)                       ]","[ 0.02167412  0.19448183  0.01290399 -1.2331443   3.3952081  -1.3173879
 -1.658717  ]",question,4
1601,"Martian Meteorology Specialist: yeah it's mediocre for us, too, but it seems that at least all parties can semi-agree on it. ",teamConstr,teamvc,vc1,2112,2.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  3398,  2009,  1005,
         1055, 19960,  3695, 16748,  2005,  2149,  1010,  2205,  1010,
         2021,  2009,  3849,  2008,  2012,  2560,  2035,  4243,  2064,
         4100,  1011,  5993,  2006,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9253228   1.8038882  -0.36569363 -1.0081556  -0.7693216  -2.2608054
 -1.7763987 ]",statement,0
1602,"36,45 ???",con2,con3,con3,2112,2.0,"[array([ 101, 4029, 1010, 3429, 1029, 1029, 1029,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.23240851  0.6789191   0.23027465 -1.1381031   3.0782986  -1.5983428
 -1.8140973 ]",question,4
1603,Martian Meteorology Specialist: we're open to other options if you have them. ,teamConstr,teamvc,vc1,2112,2.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  2057,  1005,  2128,
         2330,  2000,  2060,  7047,  2065,  2017,  2031,  2068,  1012,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4107497   1.4354186  -0.09701455 -0.86139196 -0.83723366 -2.157265
 -2.0412285 ]",statement,0
1604,"for 36, 45 what works",con3,con2,con2,2112,2.0,"[array([ 101, 2005, 4029, 1010, 3429, 2054, 2573,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 1.3773137   1.3012335  -0.25532076 -1.3954839   2.1976175  -1.9980576
 -2.0579724 ]",question,4
1605,"what's your details for 36,45",con3,con1,con1,2112,2.0,"[array([ 101, 2054, 1005, 1055, 2115, 4751, 2005, 4029, 1010, 3429,  102,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.98641473  0.99344164 -0.17700674 -1.3312838   2.5762384  -1.8832484
 -2.0322616 ]",question,4
1606,"Sedimentologist: Y'all make the call if you want to use one of yours or 16, 21. It's up to y'all. Just make a call between (34, 48), (36, 45), and (16, 21)",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  1061,  1005,  2035,  2191,  1996,
         2655,  2065,  2017,  2215,  2000,  2224,  2028,  1997,  6737,
         2030,  2385,  1010,  2538,  1012,  2009,  1005,  1055,  2039,
         2000,  1061,  1005,  2035,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9330392  1.8730909 -0.2487743 -1.119434  -0.295578  -2.2377994
 -1.9601618]",statement,0
1607,"Sedimentologist: Y'all make the call if you want to use one of yours or 16, 21. It's up to y'all. Just make a call between (34, 48), (36, 45), and (16, 21)",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  1061,  1005,  2035,  2191,  1996,
         2655,  2065,  2017,  2215,  2000,  2224,  2028,  1997,  6737,
         2030,  2385,  1010,  2538,  1012,  2009,  1005,  1055,  2039,
         2000,  1061,  1005,  2035,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9330392  1.8730909 -0.2487743 -1.119434  -0.295578  -2.2377994
 -1.9601618]",statement,0
1608,"Sedimentologist: Y'all make the call if you want to use one of yours or 16, 21. It's up to y'all. Just make a call between (34, 48), (36, 45), and (16, 21)",teamGeo,teamGeo,geo3,2112,2.0,"[array([  101, 19671,  8662,  1024,  1061,  1005,  2035,  2191,  1996,
         2655,  2065,  2017,  2215,  2000,  2224,  2028,  1997,  6737,
         2030,  2385,  1010,  2538,  1012,  2009,  1005,  1055,  2039,
         2000,  1061,  1005,  2035,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.9330392  1.8730909 -0.2487743 -1.119434  -0.295578  -2.2377994
 -1.9601618]",statement,0
