,sender,recipient,content,block,session,labels,labels_h
2295,geo3,con2,IT IS THAT TIME AGAIN,0,18,0,statement
2296,geo3,con2,What's poppin'?,0,18,4,question
2297,geo3,con2,@ 14:32,0,18,1,disruption
2298,teamGeo,teamEng,Sedimentologist: HELLO ENGINEERING TEAM IT'S PROJECT RED TIME - TURN ON ALL CAPS IF YOU WANT TO HAVE A SUCCESSFUL MISSION TODAY,0,18,0,statement
2299,teamGeo,teamGeo,"Sedimentologist: (18, 35) - 58% loss, 322414.04 available, ?135,413.8968? after loss",0,18,4,question
2300,teamGeo,teamGeo,Sedimentologist: TURN ON ALL CAPS TO GO INTO PROJECT RED OVERDRIVE,0,18,0,statement
2301,geo3,con1,TURN ON ALL CAPS IF YOU WANT TO HAVE A FIERCE PROJECT RED SESSION,0,18,0,statement
2302,teamGeo,teamGeo,"Sedimentologist: (09, 28) - 57% LOSS, 305316.08 AVAILABLE, ?131,285.9144? AFTER LOSS",0,18,4,question
2303,geo3,con1,"(09, 28) - 57% LOSS, 305316.08 AVAILABLE, ?131,285.9144? AFTER LOSS",0,18,4,question
2304,geo3,con2,"(09, 28) - 57% LOSS, 305316.08 AVAILABLE, ?131,285.9144? AFTER LOSS",0,18,4,question
2305,geo3,con2,TURN ON ALL CAPS IF YOU'RE PART OF THE PROJECT RED TURBO TEAM,0,18,0,statement
2306,geo3,vc1,Hi Ashley!,0,18,0,statement
2307,teamvc,teamGeo,"Martian Meteorology Specialist: Please take a look at (9,28).  That is a really great option for all of us here. Thanks!",0,18,0,statement
2308,teamvc,teamvc,"Martian Meteorology Specialist: Please take a look at (9,28).  That is a really great option for all of us here. Thanks!",0,18,0,statement
2309,geo3,con2,"(09, 28) IS OUR #1",0,18,0,statement
2310,con3,geo1,Hello,0,18,0,statement
2311,geo3,con1,"(09, 28) IS OUR #1",0,18,0,statement
2312,teamGeo,teamGeo,"Sedimentologist: (09, 28) IS OUR #1",0,18,0,statement
2313,vc1,geo3,Lolllll you got my hopes up lol\n,0,18,0,statement
2314,geo1,con3,?????,0,18,4,question
2315,con3,geo1,When we will start the second task,0,18,0,statement
2316,geo1,con3,???,0,18,4,question
2317,teamGeo,teamGeo,Sedimentologist: IT'S TIME TO GO TURBO - ALL CAPS ALL THE TIME,0,18,0,statement
2318,con3,geo1,for letters,0,18,0,statement
2319,geo1,con3,in 3h,0,18,2,backchannel
2320,con3,geo1,look to where I told you before,0,18,0,statement
2321,con3,geo1,???,0,18,4,question
2322,con3,geo1,OK?,0,18,4,question
2323,teamGeo,teamGeo,"Sedimentologist: (30, 16) - 41% LOSS, 161408.51 AVAILABLE, ?95,231.0209? AFTER LOSS",0,18,4,question
2324,teamConstr,teamConstr,Materials Specialist: Hello,0,18,0,statement
2325,con2,geo3,AY ITS GONNA BE A MINUTE\nTEAM IS VERY SLEEPY,0,18,0,statement
2326,teamGeo,teamGeo,"Sedimentologist: (30, 16) IS AN OPTION TOO",0,18,0,statement
2327,geo3,con1,"(30, 16) IS AN OPTION TOO",0,18,0,statement
2328,geo3,con2,"(30, 16) IS AN OPTION TOO",0,18,0,statement
2329,teamConstr,teamConstr,"Materials Specialist: Can you check point (9,28)",0,18,0,statement
2330,geo1,con3,didn't get it,0,18,0,statement
2331,con1,geo3,HELLO,0,18,0,statement
2332,con1,geo3,WE ARE HAVING TECHNICAL DIFFFICULTIES BUT WE ARE MAKING THE BEST OF IT,0,18,0,statement
2333,con3,geo1,the second task for sending letters,0,18,0,statement
2334,geo1,con3,aahhh sure!!!,0,18,2,backchannel
2335,teamvc,teamvc,Martian Terrain Specialist: We'll start looking at that. Having some technical issues on our end at the moment.,0,18,0,statement
2336,con3,geo1,she will be typing ,0,18,0,statement
2337,con3,geo1,???,0,18,4,question
2338,con2,geo3,"I PERSONALLY LIKE 9, 28. THE REST OF THE TEAM IS LOOKING AT IT NOW",0,18,0,statement
2339,teamConstr,teamConstr,Materials Specialist: Helllooooooooooooo ?,0,18,4,question
2340,teamGeo,teamGeo,Sedimentologist: HEY IT'S COOL LET'S GO TURBO TEAM ONLY GLAD TO SEE Y'ALL ARE ALIVE LET'S GO,0,18,0,statement
2341,geo1,con3,Will you tell her?)))))),0,18,4,question
2342,geo3,con1,HEY IT BE LIKE THAT SOMETIMES BUT WE'RE OUT HERE AND WE'RE THE TURBO TEAM,0,18,0,statement
2343,geo1,con3,?,0,18,4,question
2344,teamConstr,teamConstr,Drilling Specialist: Team is looking at it now,0,18,0,statement
2345,geo3,con2,SLEEPY PEEPZ ONLY PLS LETSGOOO TURBO TEAM,0,18,0,statement
2346,geo3,geo1,"? ?? ???????, ??? ??? ??? ?????? ?????? ? ???????? ??????? ???? ??? ????? ???????? TURBO TEAM",0,18,4,question
2347,teamvc,teamvc,"Martian Meteorology Specialist: All good! No problem.  By the way our second choice would be (18,35). \n",1,18,0,statement
2348,geo1,geo3,?????,1,18,4,question
2349,geo3,con2,"GOOD THEY SHOULD DO THAT BECAUSE IT'S AN ALRIGHT POINT AND WE LIKE IT A LOT BUT IF Y'ALL HAVE POINTS THAT THE TURBO TEAM SHOULD LOOK AT, LET US KNOW",1,18,0,statement
2350,teamvc,teamConstr,"Martian Meteorology Specialist: Whenever you all get a chance, check out (9,28) - that's our first choice.  Our second choice is (18,35)\n",1,18,0,statement
2351,teamvc,teamEng,"Martian Meteorology Specialist: Our first choice btw is (9,28), our second choice is (18,35).  What do you all think about that?",1,18,0,statement
2352,teamConstr,teamConstr,"Materials Specialist: Btw, Good morning ..  What's the local time there?",1,18,4,question
2353,teamConstr,teamvc,Operations Specialist: hello!! we're having a bit of trouble getting started (we're missing our mechanical engineer) but we're pushing through!!,1,18,0,statement
2354,teamGeo,teamGeo,Sedimentologist: @STRUCTGEO ARE YOU ALIVE?,1,18,4,question
2355,geo1,con3,wILL YOU?,1,18,4,question
2356,geo1,geo3,??????? ????? ?? ??????,1,18,4,question
2357,teamConstr,teamConstr,Operations Specialist: hello!! it is 6:56 here,1,18,0,statement
2358,teamGeo,teamvc,Hydrogeologist: Hello Ashley!,1,18,0,statement
2359,geo3,con1,IS STRUCTGEO ALIVE OR ,1,18,0,statement
2360,geo3,geo1,?????\n,1,18,4,question
2361,geo1,geo3,????????,1,18,4,question
2362,geo2,geo3,YO ITS DRILLY,1,18,0,statement
2363,geo3,geo1,???????,1,18,4,question
2364,geo1,con3,Will you?)))),1,18,4,question
2365,geo2,geo3,IVE GOT 2 ROLES NOW,1,18,0,statement
2366,geo1,geo3,??????????,1,18,4,question
2367,geo3,geo1,??? ??? ??????? ?????????,1,18,4,question
2368,geo1,geo3,?? ??? ???????? ????? ?????!,1,18,4,question
2369,geo3,geo1,??????? ?????,1,18,4,question
2370,teamvc,teamConstr,Martian Meteorology Specialist: No problem! Keep us posted with what you think about the points above :)!\n,1,18,0,statement
2371,geo1,geo3,????????,1,18,4,question
2372,teamGeo,teamvc,Sedimentologist: HELLO ASHLEY,1,18,0,statement
2373,geo3,con3,LOOK IN THE SPACE HUMAN FACTORS CHAT,1,18,0,statement
2374,geo1,geo3,???????? ??????!,1,18,4,question
2375,geo1,geo3,??????,1,18,4,question
2376,teamConstr,teamConstr,"Materials Specialist: No problem, just ask him to have a morning coffee before getting started ???????",1,18,4,question
2377,geo3,geo1,?????? ? ???????? ??????? ????,1,18,4,question
2378,teamGeo,teamvc,Hydrogeologist: HELLO,1,18,0,statement
2379,geo1,geo3,OK,1,18,0,statement
2380,geo3,geo2,YOOOOOOOOOOOOOOOOO BIIIIG DRILLLLY,1,18,0,statement
2381,con3,geo1,I know about it,1,18,0,statement
2382,geo3,geo2,SICK WHAT'S POPPIN',1,18,0,statement
2383,geo1,geo3,???????,1,18,4,question
2384,geo3,geo2,GETTING DOWN TO BUSINESS THAT'S EXCELLENT,1,18,0,statement
2385,geo3,geo1,????????,1,18,4,question
2386,geo1,geo3,??,1,18,4,question
2387,geo1,geo3,?? -??????,1,18,4,question
2388,geo3,con1,GOTTEM - BIG DRILL JUST MADE CONTACT. THE TURBO TEAM IS ON THE MOVE.,1,18,0,statement
2389,con1,geo3,NOPE HE'S GONE TOO,1,18,0,statement
2390,con1,geo3,"BUT WE THINK THAT 9,28 IS LOOKING PRETTY GOOD",1,18,0,statement
2391,geo3,geo1,??????,1,18,4,question
2392,geo3,geo1,?????????? ??????,1,18,4,question
2393,geo1,geo3,?????? ?????? ?? ????????? ????,1,18,4,question
2394,con3,geo3,????,1,18,4,question
2395,teamGeo,teamvc,Hydrogeologist: HELLO?,1,18,4,question
2396,geo3,geo1,??????????????????,1,18,4,question
2397,geo2,geo3,"WE ARE LIKING 9, 28",1,18,0,statement
2398,con3,geo1,?????,1,18,4,question
2399,geo3,con3,DON'T FORGET TO SAY HELLO TO ASHLEY IN THE SPACE HUMAN FACTORS CHAT!,1,18,0,statement
2400,geo1,geo3,???????????,1,18,4,question
2401,teamvc,teamGeo,Martian Meteorology Specialist: LOL just seeing this. ,1,18,0,statement
2402,teamvc,teamGeo,Martian Meteorology Specialist: My bad. ,2,18,0,statement
2403,geo3,con1,"OH YEAH LET'S GO 9,28 - WE'LL PULL THE TRIGGER, Y'ALL CAN HIT THAT X IF YOU DON'T LIKE IT BUT IT'S GONNA BE LIKE 900 MINUTES IF WE WAIT",2,18,0,statement
2404,teamConstr,teamvc,"Operations Specialist: we are all pretty good with 9,28",2,18,0,statement
2405,teamGeo,teamvc,"Hydrogeologist: ?????? ?? ?????????, ????????",2,18,4,question
2406,teamGeo,teamvc,Sedimentologist: HELLO,2,18,0,statement
2407,geo3,con1,GOOD JOB OP SPEC,2,18,0,statement
2408,geo3,con1,IT WAS A PLEASURE WORKING WITH YOU TODAY,2,18,0,statement
2409,geo1,con3,TELL ME,2,18,0,statement
2410,geo1,con3,TELL ME,2,18,0,statement
2411,geo1,con3,TELL ME,2,18,0,statement
2412,geo1,con3,TELL ME,2,18,0,statement
2413,geo1,con3,TELL ME,2,18,0,statement
2414,geo1,con3,TELL ME,2,18,0,statement
2415,geo3,con2,AMAZING WORK BIG DRILL - GOOD WORKING WITH YOU TODAY,2,18,0,statement
2416,geo1,con3,)),2,18,3,follow-me
2417,geo3,geo2,LETSGOOOOO,2,18,0,statement
2418,teamConstr,teamvc,"Materials Specialist: Hi Ashley, Sure will keep you updated.",2,18,0,statement
2419,geo3,geo2,GOOD JOB BIG STRUCT DRILL GEO,2,18,0,statement
2420,con3,geo3,Look to the chat,2,18,0,statement
2421,teamvc,teamConstr,Martian Meteorology Specialist: Fantastic! Thanks!!! \n,2,18,0,statement
2422,teamvc,teamConstr,"Martian Meteorology Specialist: wooooo glad you're all good with 9,28\n",2,18,0,statement
2423,geo3,con1,GOOD JOB ON THE TURBO TEAM,2,18,0,statement
2424,geo3,con2,NICE WORK ON THE TURBO TEAM,2,18,0,statement
2425,con3,geo1,Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight ,2,18,0,statement
2426,con3,geo1,Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight ,2,18,0,statement
2427,con3,geo1,Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight Fight ,2,18,0,statement
2428,teamGeo,teamvc,Sedimentologist: TURBO TEAM,2,18,0,statement
2429,con1,geo3,"JUST SO U KNOW, WE STILL DONT HAVE THE MECHANICAL ENGINEER OR THE MAINTENANCE SPECIALIST HERE, SO DONT CHOOSE THEM FOR THE RELAY TASK",2,18,0,statement
2430,geo1,con3,FIGHT FIGHT FIGHT FIGHTFIGHT FIGHT FIGHT FIGHT FIGHT FIGHTFIGHT FIGHT FIGHT FIGHT FIGHT FIGHTFIGHT FIGHT FIGHT FIGHT FIGHT FIGHTFIGHT FIGHT FIGHT FIGHT FIGHT FIGHTFIGHT FIGHT,2,18,0,statement
2431,con2,geo3,OG STRUCT GEO IS BACK,2,18,0,statement
2432,geo3,con1,WHO SHOULD WE NOT CHOOSE IN RELAY? STRUCT GEO?,2,18,4,question
2433,geo3,con2,OH LLIIIIITTTT,2,18,0,statement
2434,geo3,con2,WORD UP THO AND SOLID JOB FILLING IN ,2,18,0,statement
2435,geo3,con1,OH OK TOTALLY LITTY,2,18,0,statement
2436,geo3,geo2,ONE STRUCT GEO OG STYLE IS BACK WHAT IT DO,2,18,0,statement
2437,teamvc,teamvc,Martian Meteorology Specialist: is our maintenance specialist here today? what repair frequency should we put? ,2,18,4,question
2438,con1,geo3,STRUCT GEO IS HERE NOW SO THAT'S FINE,2,18,0,statement
2439,con1,geo3,DONT CHOOSE MECHANICAL ENGINEER OR MAINTENANCE SPECIALIST,2,18,0,statement
2440,geo2,geo3,IT DO BE IS A GREAT DAY TO BE ALIVE,2,18,0,statement
2441,teamGeo,teamGeo,Structural Geologist: LIVING AND BREATHING IN REALITY LETS GO,2,18,0,statement
2442,teamvc,teamvc,"Martian Meteorology Specialist: I've tried to enter a value on their behalf for repair frequency, but it's not letting me",2,18,0,statement
2443,geo3,con1,OH YOU GOT IT THO,2,18,0,statement
2444,con3,geo1,Oleg Blinov ?,2,18,4,question
2445,teamConstr,teamConstr,Materials Specialist: Sign off guys,2,18,0,statement
2446,teamGeo,teamGeo,"Structural Geologist: WE GOOD WITH 9,28",2,18,0,statement
2447,geo3,geo2,10/10 AGREE,2,18,0,statement
2448,geo3,geo2,IT'S ALSO A GOOD DAY TO BE ON THE TURBO TEAM,2,18,0,statement
2449,teamGeo,teamGeo,Sedimentologist: LET'S GO TURBO,2,18,0,statement
2450,geo1,con3,wHAT?))),2,18,4,question
2451,geo1,con3,SO LET'S CHOSE FE!?,2,18,4,question
2452,teamGeo,teamGeo,Structural Geologist: hello,0,19,0,statement
2453,teamGeo,teamGeo,Sedimentologist: YOOOOOOOOOOOOOOO,0,19,0,statement
2454,teamGeo,teamGeo,Sedimentologist: AHHHHHHHHHHHHHH,0,19,2,backchannel
2455,teamGeo,teamGeo,Sedimentologist: What's going on over there!?,0,19,4,question
2456,teamGeo,teamGeo,Structural Geologist: technical issues ig,0,19,0,statement
2457,geo3,con1,THE TIME IS 14:35. IT IS NOW TIME TO GET IT POPPIN'.,0,19,0,statement
2458,geo3,con1,How are y'all?,0,19,4,question
2459,teamEng,teamvc,Mechanical Engineer: Hi! We are just having some technical issues on our team. We will be ready in a few minutes (hopefully),0,19,0,statement
2460,teamvc,teamvc,Martian Meteorology Specialist: Hey there team! Greetings from M-town! :) We are ready to start! Last session!,0,19,0,statement
2461,geo3,con2,What's that good news DRILL!?,0,19,4,question
2462,teamEng,teamGeo,Fluid Engineer: good morning! fyi we are having some technical issues on our end with connecting to the session!,0,19,0,statement
2463,teamGeo,teamGeo,Hydrogeologist: Hellooo,0,19,0,statement
2464,teamGeo,teamGeo,Sedimentologist: Extra lame tbh,0,19,0,statement
2465,teamGeo,teamEng,Hydrogeologist: Hey!,0,19,0,statement
2466,teamvc,teamEng,Martian Meteorology Specialist: No worries! Moscow folk are here and ready whenever you are :) Take your time!,0,19,0,statement
2467,teamGeo,teamEng,"Sedimentologist: Ok, word up! We're chillin'. We'll start the HUNT for the GOOD spots",0,19,0,statement
2468,teamGeo,teamEng,"Sedimentologist: Ok, word up! We're chillin'. We'll start the HUNT for the GOOD spots",0,19,0,statement
2469,teamGeo,teamEng,"Sedimentologist: Ok, word up! We're chillin'. We'll start the HUNT for the GOOD spots",0,19,0,statement
2470,teamConstr,teamConstr,Materials Specialist: Hello everyone,0,19,0,statement
2471,vc1,geo3,poopy,0,19,0,statement
2472,vc1,con3,poopy soupy,0,19,0,statement
2473,geo3,con1,Gotta find the best tailgating spot on Mars,0,19,0,statement
2474,teamEng,teamGeo,Fluid Engineer: ALSO fyi: I am currently filling in for the fluid engineer because they cannot make it! It's me!!! the structural geologist from the black team!!!!,0,19,0,statement
2475,teamConstr,teamConstr,Materials Specialist: We are ready to start,0,19,0,statement
2476,teamGeo,teamEng,Sedimentologist: AYOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO BIG UP,0,19,0,statement
2477,vc1,geo1,DO YOU SEE ME NOW?!?!??\nLOL,0,19,4,question
2478,geo1,vc1,NO,0,19,0,statement
2479,geo1,con3,Pepe Poo Poo,0,19,0,statement
2480,geo1,geo2,Pee Pee Poo Poo,0,19,0,statement
2481,teamGeo,teamGeo,"Structural Geologist: ok i found 8,19\n",0,19,0,statement
2482,teamvc,teamvc,"Martian Terrain Specialist: Hi there! Martian terrain specialist coming to you live from Bangkok, Thailand :)",0,19,0,statement
2483,geo1,geo3,Pee Pee Poo Poo,0,19,0,statement
2484,teamvc,teamvc,Martian Terrain Specialist: We're having a few technical issues since everyone is in different countries/states right now so just give us a second sorry!,0,19,0,statement
2485,geo1,geo2,Sorry Wrong number.. Lol,0,19,0,statement
2486,geo3,geo1,??????,0,19,4,question
2487,geo1,geo3,?????? ?? ????????? ???!!!,0,19,4,question
2488,teamGeo,teamGeo,"Sedimentologist: Ok, litty lemme check",0,19,0,statement
2489,teamvc,teamvc,Martian Meteorology Specialist: WOWWWWWW Super jealous that you're in Thailand right now!!!!\nAnd no problem about the technical issues!,0,19,0,statement
2490,teamGeo,teamGeo,"Sedimentologist: Our best is 5, 22 - 8, 19 is doable",0,19,0,statement
2491,geo3,con1,"Our best is 5, 22 - 8, 19 is doable",0,19,0,statement
2492,teamGeo,teamGeo,Sedimentologist: Were you the one that asked about our instant grams?,0,19,4,question
2493,teamGeo,teamGeo,"Sedimentologist: If so, @etokrug. We'll be out in 4 days and will add if so",0,19,0,statement
2494,teamGeo,teamGeo,Structural Geologist: yes ,0,19,0,statement
2495,geo1,con3,?,0,19,4,question
2496,geo1,vc1,!,0,19,0,statement
2497,teamGeo,teamGeo,"Sedimentologist: Is Ops specialist here? They asked too, if so you can forward to them. Not sure if they got it.",0,19,4,question
2498,teamGeo,teamGeo,"Sedimentologist: Ok, yeah, so it's you that chills hard in Gyumri?",0,19,4,question
2499,teamGeo,teamGeo,Structural Geologist: i have sent a message some time ago to your instagram,0,19,0,statement
2500,teamvc,teamvc,Martian Terrain Specialist: okey dokey we are good to go!,0,19,0,statement
2501,teamvc,teamvc,Martian Terrain Specialist: FYI the maintenance specialist cannot be here for this task (they'll be here for the relay task though) so I'm filling in for them! ,0,19,0,statement
2502,teamGeo,teamGeo,"Sedimentologist: Ok, cool. Once we get access back, I'll respond!",0,19,0,statement
